"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType"
"LocalSystem","Windows ストア アプリがインターネットから通知を受信できるようにするブローカー接続。","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","NcbService","System.ServiceProcess.ServiceController[]","False","False","True","Network Connection Broker","System.ServiceProcess.ServiceController[]",".","NcbService","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\LocalService","ネットワーク接続デバイス自動セットアップ サービスは、対象となるネットワークに接続される対象のデバイスを監視してインストールします。このサービスを停止するか無効にすると、対象となるネットワーク接続デバイスの検出とインストールが自動で行われなくなります。ただし、ユーザー インターフェイスを使用して、ネットワーク接続デバイスを PC に手動で接続できます。","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p","Manual","NcdAutoSetup","System.ServiceProcess.ServiceController[]","False","False","True","Network Connected Devices Auto-Setup","System.ServiceProcess.ServiceController[]",".","NcdAutoSetup","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","ユーザーとサービスを認証するため、このコンピューターとドメイン コントローラー間でセキュリティで保護されたチャネルを管理します。このサービスが停止した場合、コンピューターはユーザーとサービスを認証できなくなる可能性があり、ドメイン コントローラーは DNS レコードを登録できません。このサービスが無効になった場合、このサービスに明示的に依存するサービスはすべて起動しなくなります。","False","C:\WINDOWS\system32\lsass.exe","Manual","Netlogon","System.ServiceProcess.ServiceController[]","False","False","False","Netlogon","System.ServiceProcess.ServiceController[]",".","Netlogon","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","ネットワークとダイヤルアップ接続フォルダーにあるオブジェクトを管理します。ローカル エリア ネットワークとリモート接続の両方がフォルダーで表示されます。","False","C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","Netman","System.ServiceProcess.ServiceController[]","False","False","False","Network Connections","System.ServiceProcess.ServiceController[]",".","Netman","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"NT AUTHORITY\LocalService","コンピューターが接続しているネットワークの識別、ネットワークのプロパティの収集と保存、プロパティが変更されたときのアプリケーションへの通知を行います。","False","C:\WINDOWS\System32\svchost.exe -k LocalService -p","Manual","netprofm","System.ServiceProcess.ServiceController[]","False","False","True","Network List Service","System.ServiceProcess.ServiceController[]",".","netprofm","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","Network Setup Service は、ネットワーク ドライバーのインストールを管理し、低レベルのネットワーク設定の構成を許可します。このサービスが停止すると、処理中のドライバー インストールがすべて取り消される場合があります。","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","NetSetupSvc","System.ServiceProcess.ServiceController[]","False","False","False","Network Setup Service","System.ServiceProcess.ServiceController[]",".","NetSetupSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\LocalService","net.tcp プロトコル経由で TCP ポートを共有する機能を提供します。","False","C:\WINDOWS\Microsoft.NET\Framework64\v4.0.30319\SMSvcHost.exe","Disabled","NetTcpPortSharing","System.ServiceProcess.ServiceController[]","False","False","False","Net.Tcp Port Sharing Service","System.ServiceProcess.ServiceController[]",".","NetTcpPortSharing","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32ShareProcess"
"NT AUTHORITY\LocalService","ID プロバイダーおよび TPM 仮想スマート カードに対してユーザーを認証するために使用されるローカル ユーザー ID キーを管理します。このサービスを無効にすると、ローカル ユーザー ID キーと TPM 仮想スマート カードにアクセスできなくなります。このサービスを再構成しないことをお勧めします。","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","NgcCtnrSvc","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Passport Container",,".","NgcCtnrSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","ユーザーに関連付けられた ID プロバイダーへの認証に使用される暗号化キーの処理を分離します。このサービスを無効にすると、これらのキーを使用したり管理したりすることは一切できなくなります。これには、コンピューターへのログオンと、アプリや Web サイトへのシングル サインオンも含まれます。このサービスは自動的に開始および停止されます。このサービスは再構成しないことをお勧めします。","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","NgcSvc","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Passport",,".","NgcSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\NetworkService","ネットワークの構成情報を収集および保存して、この情報が変更されたときにプログラムに通知します。このサービスが停止された場合は、構成情報を使用できなくなる可能性があります。このサービスが無効になっている場合は、このサービスに明示的に依存しているすべてのサービスは開始できなくなります。","False","C:\WINDOWS\System32\svchost.exe -k NetworkService -p","Automatic","NlaSvc","System.ServiceProcess.ServiceController[]","False","False","True","Network Location Awareness","System.ServiceProcess.ServiceController[]",".","NlaSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT Authority\LocalService","このサービスは、ネットワーク通知 (インターフェイスの追加や削除など) をユーザー モード クライアントに配信します。このサービスを停止すると、ネットワーク接続が失われます。このサービスが無効になっている場合は、このサービスに明示的に依存している他のすべてのサービスは開始できなくなります。","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Automatic","nsi","System.ServiceProcess.ServiceController[]","False","False","True","Network Store Interface Service","System.ServiceProcess.ServiceController[]",".","nsi","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","Container service for NVIDIA root features","False","""C:\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe"" -s NVDisplay.ContainerLocalSystem -f ""C:\ProgramData\NVIDIA\NVDisplay.ContainerLocalSystem.log"" -l 3 -d ""C:\Program Files\NVIDIA Corporation\Display.NvContainer\plugins\LocalSystem"" -r -p 30000","Automatic","NVDisplay.ContainerLocalSystem","System.ServiceProcess.ServiceController[]","False","True","True","NVIDIA Display Container LS","System.ServiceProcess.ServiceController[]",".","NVDisplay.ContainerLocalSystem","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess"
"LocalSystem","NVIDIA Network Service","False","""C:\Program Files (x86)\NVIDIA Corporation\NetService\NvNetworkService.exe""","Automatic","NvNetworkService","System.ServiceProcess.ServiceController[]","False","True","True","NVIDIA Network Service","System.ServiceProcess.ServiceController[]",".","NvNetworkService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess"
"LocalSystem","Service for SHIELD Streaming","False","""C:\Program Files\NVIDIA Corporation\NvStreamSrv\NvStreamService.exe""","Automatic","NvStreamSvc","System.ServiceProcess.ServiceController[]","False","False","False","NVIDIA Streamer Service","System.ServiceProcess.ServiceController[]",".","NvStreamSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Stopped","Win32OwnProcess"
"","このサービスはメール、連絡先、カレンダー、および他のさまざまなユーザー データを同期します。このサービスが実行中でないときは、メールと、この機能に依存する他のアプリケーションは正しく機能しません。","True","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup","AutomaticDelayedStart","OneSyncSvc_4791e","System.ServiceProcess.ServiceController[]","False","False","True","Sync Host_4791e","System.ServiceProcess.ServiceController[]",".","OneSyncSvc_4791e","System.ServiceProcess.ServiceController[]","Automatic",,"Running","224"
"NT AUTHORITY\LocalService","有効にすると、ピア名解決プロトコル (PNRP) およびピア ツー ピア グループ化サービスに ID サービスを提供します。無効にした場合は、ピア名解決プロトコル (PNRP) およびピア ツー ピア グループ化サービスが機能しなくなることがあり、また、一部のアプリケーション (ホームグループやリモート アシスタンスなど) が正しく機能しなくなることがあります。","False","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet","Manual","p2pimsvc","System.ServiceProcess.ServiceController[]","False","False","False","Peer Networking Identity Manager","System.ServiceProcess.ServiceController[]",".","p2pimsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"NT AUTHORITY\LocalService","有効にすると、ピアツーピア グループ化サービスを使用して、マルチパーティ通信が可能になります。無効にした場合は、一部のアプリケーション (ホームグループなど) が機能しなくなることがあります。","False","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet","Manual","p2psvc","System.ServiceProcess.ServiceController[]","False","False","False","Peer Networking Grouping","System.ServiceProcess.ServiceController[]",".","p2psvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","このサービスは、プログラム互換性アシスタント (PCA) のサポートを提供します。PCA は、インストールされてユーザーによって実行されるプログラムを監視し、既知の互換性の問題を検出します。このサービスが停止すると、PCA は正しく機能しません。","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","PcaSvc","System.ServiceProcess.ServiceController[]","False","True","True","Program Compatibility Assistant Service","System.ServiceProcess.ServiceController[]",".","PcaSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\NetworkService","このサービスでは、ローカル サブネット上のピアからのネットワーク コンテンツがキャッシュされます。","False","C:\WINDOWS\System32\svchost.exe -k PeerDist","Manual","PeerDistSvc","System.ServiceProcess.ServiceController[]","False","False","False","BranchCache","System.ServiceProcess.ServiceController[]",".","PeerDistSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"NT AUTHORITY\LocalService","リモート ユーザーおよび 64 ビット プロセスから、32 ビット DLL が提供するパフォーマンス カウンターを照会できるようにします。このサービスが停止している場合、ローカル ユーザーと 32 ビット プロセスだけが 32 ビット DLLが提供するパフォーマンス カウンターを照会できます。","False","C:\WINDOWS\SysWow64\perfhost.exe","Manual","PerfHost","System.ServiceProcess.ServiceController[]","False","False","False","Performance Counter DLL Host","System.ServiceProcess.ServiceController[]",".","PerfHost","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"NT Authority\LocalService","デバイスのテレフォニー状態を管理します","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","PhoneSvc","System.ServiceProcess.ServiceController[]","False","False","False","Phone Service","System.ServiceProcess.ServiceController[]",".","PhoneSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess"
"","連絡先のインデックスを作成して、連絡先の検索を高速化します。このサービスを停止または無効にすると、連絡先が検索結果に含まれなくなる可能性があります。","False","C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup","Manual","PimIndexMaintenanceSvc_4791e","System.ServiceProcess.ServiceController[]","False","False","True","Contact Data_4791e","System.ServiceProcess.ServiceController[]",".","PimIndexMaintenanceSvc_4791e","System.ServiceProcess.ServiceController[]","Manual",,"Running","224"
"NT AUTHORITY\LocalService","Performance Logs and Alerts は、あらかじめ構成されているスケジュール パラメーターに基づいて、ローカルまたはリモート コンピューターからパフォーマンス データを収集し、ログに書き込んだり、警告したりします。このサービスが止めてあると、パフォーマンス情報は集められません。このサービスが無効な場合は、明示的にこれに依存しているサービスを開始できません。","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNoNetwork -p","Manual","pla","System.ServiceProcess.ServiceController[]","False","False","False","Performance Logs & Alerts",,".","pla","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","ユーザーからの最小限の入力、または入力なしで、コンピューターがハードウェアの変更を認識し、対応します。","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Manual","PlugPlay","System.ServiceProcess.ServiceController[]","False","True","True","Plug and Play","System.ServiceProcess.ServiceController[]",".","PlugPlay","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\LocalService","このサービスにより、ピア名解決プロトコルを使用してコンピューター名が公開されます。netsh のコンテキスト 'p2p pnrp peer' で構成を管理できます。","False","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet","Manual","PNRPAutoReg","System.ServiceProcess.ServiceController[]","False","False","False","PNRP Machine Name Publication Service","System.ServiceProcess.ServiceController[]",".","PNRPAutoReg","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"NT AUTHORITY\LocalService","有効にすると、ピア名解決プロトコル (PNRP) を使用して、インターネット上でサーバーなしのピア名解決が可能になります。無効にした場合は、一部のピア ツー ピアと共同作業のアプリケーション (リモート アシスタンスなど) が機能しなくなることがあります。","False","C:\WINDOWS\System32\svchost.exe -k LocalServicePeerNet","Manual","PNRPsvc","System.ServiceProcess.ServiceController[]","False","False","False","Peer Name Resolution Protocol","System.ServiceProcess.ServiceController[]",".","PNRPsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"NT Authority\NetworkService","インターネット プロトコル セキュリティ (IPsec) はネットワークレベルのピア認証、データ送信元の認証、データの整合性、データの機密性 (暗号化)、および返信保護をサポートします。このサービスは、IP セキュリティ ポリシー スナップインまたはコマンド ライン ツール ""netsh ipsec"" で作成された IPsec ポリシーを適用します。このサービスを停止すると、ポリシーが接続に IPsec の使用を必要とする場合に、ネットワークの接続性の問題が発生します。また、このサービスを停止しているときは、Windows Defender ファイアウォールのリモート管理はできません。","False","C:\WINDOWS\system32\svchost.exe -k NetworkServiceNetworkRestricted -p","Manual","PolicyAgent","System.ServiceProcess.ServiceController[]","False","True","True","IPsec Policy Agent","System.ServiceProcess.ServiceController[]",".","PolicyAgent","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","電源ポリシーと電源ポリシーの通知配信を管理します。","False","C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p","Automatic","Power","System.ServiceProcess.ServiceController[]","False","False","False","Power","System.ServiceProcess.ServiceController[]",".","Power","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess"
"LocalSystem","This service opens custom printer dialogue boxes and handles notifications from a remote print server or a printer. If you turn this service off, you won’t be able to see printer extensions or notifications.","False","C:\WINDOWS\system32\svchost.exe -k print","Manual","PrintNotify","System.ServiceProcess.ServiceController[]","False","False","False","Printer Extensions and Notifications","System.ServiceProcess.ServiceController[]",".","PrintNotify","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess, InteractiveProcess"
"","印刷ワークフロー","False","C:\WINDOWS\system32\svchost.exe -k PrintWorkflow","Manual","PrintWorkflowUserSvc_4791e","System.ServiceProcess.ServiceController[]","False","False","False","PrintWorkflow_4791e","System.ServiceProcess.ServiceController[]",".","PrintWorkflowUserSvc_4791e","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","224"
"LocalSystem","このサービスにより、ユーザー プロファイルのロードとアンロードが行われます。このサービスが停止または無効になると、ユーザーは正常にサインインまたはサインアウトできなくなり、アプリからユーザーのデータにアクセスできなくなる可能性があります。また、プロファイルのイベント通知を受信するよう登録したコンポーネントで、通知を受信できなくなります。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","ProfSvc","System.ServiceProcess.ServiceController[]","False","True","True","User Profile Service","System.ServiceProcess.ServiceController[]",".","ProfSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","Windows ストアのインフラストラクチャ サポートを提供します。このサービスは自動的に開始されます。無効にすると、リモート インストールは正しく動作しなくなります。","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","PushToInstall","System.ServiceProcess.ServiceController[]","False","False","False","Windows PushToInstall サービス","System.ServiceProcess.ServiceController[]",".","PushToInstall","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess"
"NT AUTHORITY\LocalService","高品質な Windows オーディオ ビデオ エクスペリエンス (qWave) は、IP ホーム ネットワーク上のオーディオ ビデオ (AV) ストリーミング アプリケーション向けのネットワーク プラットフォームです。qWave は、AV アプリケーションのネットワーク QoS (サービスの品質) を保証することで、AV ストリーミングのパフォーマンスと信頼性を向上させます。qWave は、受付制御、実行時の監視と実施、アプリケーションのフィードバック、およびトラフィックの優先順位付けのための機構を提供します。","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","QWAVE","System.ServiceProcess.ServiceController[]","False","False","False","Quality Windows Audio Video Experience","System.ServiceProcess.ServiceController[]",".","QWAVE","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"localSystem","プログラムにより、リモート DNS 名やリモート NetBIOS 名またはアドレスが参照された場合に、リモート ネットワークへの接続を作成します。","False","C:\WINDOWS\System32\svchost.exe -k netsvcs -p","Manual","RasAuto","System.ServiceProcess.ServiceController[]","False","False","False","Remote Access Auto Connection Manager","System.ServiceProcess.ServiceController[]",".","RasAuto","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"localSystem","このコンピューターからインターネットや他のリモート ネットワークへのダイヤルアップ接続と仮想プライベート ネットワーク (VPN) 接続を管理します。このサービスを無効にすると、このサービスに明示的に依存しているサービスは開始できません。","False","C:\WINDOWS\System32\svchost.exe -k netsvcs","Automatic","RasMan","System.ServiceProcess.ServiceController[]","False","True","True","Remote Access Connection Manager","System.ServiceProcess.ServiceController[]",".","RasMan","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess"
"LocalSystem","Provides registry access to all IntelR PROSet/Wireless Software components","False","""C:\Program Files\Common Files\Intel\WirelessCommon\RegSrvc.exe""","Automatic","RegSrvc","System.ServiceProcess.ServiceController[]","False","False","True","Intel(R) PROSet/Wireless Registry Service","System.ServiceProcess.ServiceController[]",".","RegSrvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess"
"localSystem","企業ユーザーのために、ローカル エリア ネットワークとワイド エリア ネットワーク環境でのルーティング サービスを提供します。","False","C:\WINDOWS\System32\svchost.exe -k netsvcs","Disabled","RemoteAccess","System.ServiceProcess.ServiceController[]","False","False","False","Routing and Remote Access","System.ServiceProcess.ServiceController[]",".","RemoteAccess","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32ShareProcess"
"NT AUTHORITY\LocalService","リモート ユーザーがこのコンピューターのレジストリ設定を変更できるようにします。このサービスが停止している場合は、このコンピューターのユーザーのみがレジストリを変更できます。このサービスを無効にすると、このサービスに明示的に依存するすべてのサービスを開始できなくなります。","False","C:\WINDOWS\system32\svchost.exe -k localService -p","Disabled","RemoteRegistry","System.ServiceProcess.ServiceController[]","False","False","False","Remote Registry","System.ServiceProcess.ServiceController[]",".","RemoteRegistry","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32ShareProcess"
"LocalSystem","デバイスが市販デモ モードの間、市販デモ サービスによってデバイスの動作が制御されます。","False","C:\WINDOWS\System32\svchost.exe -k rdxgroup","Manual","RetailDemo","System.ServiceProcess.ServiceController[]","False","False","False","市販デモ サービス","System.ServiceProcess.ServiceController[]",".","RetailDemo","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"NT AUTHORITY\LocalService","無線管理および機内モード サービス","False","C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted","Manual","RmSvc","System.ServiceProcess.ServiceController[]","False","False","False","無線管理サービス","System.ServiceProcess.ServiceController[]",".","RmSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"NT AUTHORITY\NetworkService","トランスポートのエンドポイントに対する RPC インターフェイス識別子を解決します。このサービスが停止または無効の場合、リモート プロシージャ コール (RPC) サービスは正常に機能しません。","False","C:\WINDOWS\system32\svchost.exe -k RPCSS -p","Automatic","RpcEptMapper","System.ServiceProcess.ServiceController[]","False","False","False","RPC Endpoint Mapper",,".","RpcEptMapper","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess"
"NT AUTHORITY\NetworkService","Windows 2003 およびそれ以前のバージョンの Windows では、リモート プロシージャ コール (RPC) ロケーター サービスによって、RPC ネーム サービス データベースが管理されます。Windows Vista およびそれ以降のバージョンの Windows では、このサービスは機能を提供せず、アプリケーションの互換性のために存在しています。","False","C:\WINDOWS\system32\locator.exe","Manual","RpcLocator","System.ServiceProcess.ServiceController[]","False","False","False","Remote Procedure Call (RPC) Locator","System.ServiceProcess.ServiceController[]",".","RpcLocator","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"NT AUTHORITY\NetworkService","RPCSS サービスは、COM および DCOM サーバーのサービス コントロール マネージャーです。COM および DCOM サーバーに対して、オブジェクト アクティブ化要求、オブジェクト エクスポーターの解決、および分散ガベージ コレクションを実行します。このサービスが停止しているか無効になっている場合、COM または DCOM を使用するプログラムは正常に機能しません。RPCSS サービスを実行しておくことを推奨します。","False","C:\WINDOWS\system32\svchost.exe -k rpcss -p","Automatic","RpcSs","System.ServiceProcess.ServiceController[]","False","False","False","Remote Procedure Call (RPC)",,".","RpcSs","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess"
"LocalSystem","このサービスのスタートアップで別のサービスに、セキュリティ アカウント マネージャー (SAM) は、要求を受信する準備ができているというシグナルを送信します。このサービスを無効にするとシステムのほかのサービスは、SAM の準備ができたときに通知されません。この場合、これらのサービスを開始できないことがあります。このサービスを無効にしないでください。","False","C:\WINDOWS\system32\lsass.exe","Automatic","SamSs","System.ServiceProcess.ServiceController[]","False","False","False","Security Accounts Manager","System.ServiceProcess.ServiceController[]",".","SamSs","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess"
"NT AUTHORITY\LocalService","このコンピューターで読み取られたスマート カードへのアクセスを管理します。このサービスが停止されると、このコンピューターではスマート カードを読み取れなくなります。このサービスが無効にされると、このサービスに明示的に依存しているサービスはすべて開始できなくなります。","False","C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation","Disabled","SCardSvr","System.ServiceProcess.ServiceController[]","False","False","False","Smart Card","System.ServiceProcess.ServiceController[]",".","SCardSvr","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32ShareProcess"
"LocalSystem","指定されたセッションにアクセスできるすべてのスマート カード リーダーのためにソフトウェア デバイス ノードを作成します。このサービスを無効にすると、WinRT API はスマート カード リーダーを列挙できなくなります。","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted","Manual","ScDeviceEnum","System.ServiceProcess.ServiceController[]","False","False","False","Smart Card Device Enumeration Service","System.ServiceProcess.ServiceController[]",".","ScDeviceEnum","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","ユーザーは、コンピューターの自動タスクを構成およびスケジュールできます。このサービスは Windows のシステムに必要な複数のタスクもホストします。このサービスが停止されている場合や無効になっている場合、スケジュールされた時刻にタスクは起動されません。このサービスが無効になっている場合は、このサービスに明示的に依存するサービスは開始できなくなります。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","Schedule","System.ServiceProcess.ServiceController[]","False","True","True","Task Scheduler","System.ServiceProcess.ServiceController[]",".","Schedule","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","ユーザー デスクトップからスマート カードを引き抜いたときにデスクトップをロックするよう、システムを構成できます。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs","Manual","SCPolicySvc","System.ServiceProcess.ServiceController[]","False","False","False","Smart Card Removal Policy","System.ServiceProcess.ServiceController[]",".","SCPolicySvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"localSystem","Windows バックアップと復元の機能を提供します。","False","C:\WINDOWS\system32\svchost.exe -k SDRSVC","Manual","SDRSVC","System.ServiceProcess.ServiceController[]","False","False","False","Windows バックアップ","System.ServiceProcess.ServiceController[]",".","SDRSVC","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"LocalSystem","別の資格情報でのプロセスの開始を有効にします。このサービスを停止するとこの種のログオン アクセスは利用できなくなります。このサービスを無効にすると、このサービスに明示的に依存しているサービスはすべて開始できなくなります。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Manual","seclogon","System.ServiceProcess.ServiceController[]","False","False","False","Secondary Logon","System.ServiceProcess.ServiceController[]",".","seclogon","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
"LocalSystem","Windows Defender セキュリティ センター サービスは、統合デバイス保護と正常性情報を処理します","False","C:\WINDOWS\system32\SecurityHealthService.exe","Automatic","SecurityHealthService","System.ServiceProcess.ServiceController[]","False","False","True","Windows Defender セキュリティ センター サービス","System.ServiceProcess.ServiceController[]",".","SecurityHealthService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess"
"NT AUTHORITY\LocalService","支払いおよび近距離無線通信 (NFC) ベースのセキュアエレメントを管理します。","False","C:\WINDOWS\system32\svchost.exe -k LocalService -p","Manual","SEMgrSvc","System.ServiceProcess.ServiceController[]","False","False","True","支払いおよび NFC/SE マネージャー","System.ServiceProcess.ServiceController[]",".","SEMgrSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","システム イベントを監視し、これらのイベントの COM+ イベント システムにサブスクライバーを通知します。","False","C:\WINDOWS\system32\svchost.exe -k netsvcs -p","Automatic","SENS","System.ServiceProcess.ServiceController[]","False","False","True","System Event Notification Service","System.ServiceProcess.ServiceController[]",".","SENS","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess"
"LocalSystem","Windows Defender Advanced Threat Protection サービスは、コンピューター上で発生するセキュリティ イベントを監視および報告することで、高度な脅威からの保護を実現します。","False","""C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe""","Manual","Sense","System.ServiceProcess.ServiceController[]","False","False","False","Windows Defender Advanced Threat Protection Service","System.ServiceProcess.ServiceController[]",".","Sense","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"LocalSystem","各種センサーからのデータを配信","False","C:\WINDOWS\System32\SensorDataService.exe","Manual","SensorDataService","System.ServiceProcess.ServiceController[]","False","False","False","Sensor Data Service","System.ServiceProcess.ServiceController[]",".","SensorDataService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess"
"LocalSystem","さまざまなセンサーの機能を管理するセンサー用サービス。センサーの簡易デバイス方向 (SDO: Simple Device Orientation) と履歴を管理します。デバイス方向の変化をレポートする SDO センサーを読み込みます。このサービスが停止している場合または無効になっている場合は、SDO センサーが読み込まれないため、自動回転が行われません。センサーからの履歴収集も停止されます。","False","C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","SensorService","System.ServiceProcess.ServiceController[]","False","False","False","Sensor Service","System.ServiceProcess.ServiceController[]",".","SensorService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess"
